paperId,title,year,citationCount,cites_per_year,subfield,fieldsOfStudy,doi,landmark,abstract
W1984516841,Automatic speech recognition using a predictive echo state network classifier,2007,220,11.58,Signal Processing & Comms,Computer Science; Physical Sciences,https://doi.org/10.1016/j.neunet.2007.04.006,,
W1985123443,Learning grammatical structure with Echo State Networks,2007,165,8.68,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.1016/j.neunet.2007.04.013,,
W1522456329,Special issue on echo state networks and liquid state machines,2007,174,9.16,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.1016/j.neunet.2007.04.001,,
W479801,Discovering multiscale dynamical features with hierarchical Echo State Networks,2007,80,4.21,Signal Processing & Comms,Computer Science; Physical Sciences,,,"Many time series of practical relevance data have multi-scale characteristics. Prime examples are speech, texts, writing, or gestures. If one wishes to learn models of such systems, the models must be capable to represent dynamical features on different temporal and/or spatial scales. One natural ap"
W2117495490,Noise-Robust Automatic Speech Recognition Using a Predictive Echo State Network,2007,75,3.95,Signal Processing & Comms,Computer Science; Physical Sciences,https://doi.org/10.1109/tasl.2007.896669,,"Artificial neural networks have been shown to perform well in automatic speech recognition (ASR) tasks, although their complexity and excessive computational costs have limited their use. Recently, a recurrent neural network with simplified training, the echo state network (ESN), was introduced by J"
W2060124120,Online design of an echo state network based wide area monitor for a multimachine power system,2007,73,3.84,General RC / ESN Methods,Engineering; Physical Sciences,https://doi.org/10.1016/j.neunet.2007.04.021,,
W1996940434,Water Inflow Forecasting using the Echo State Network: a Brazilian Case Study,2007,51,2.68,Signal Processing & Comms,Computer Science; Physical Sciences,https://doi.org/10.1109/ijcnn.2007.4371334,,"A type of recurrent neural network has been proposed by H. Jaeger. This model, called Echo State Network (ESN), possesses a highly interconnected and recurrent topology of nonlinear processing elements, which constitutes a ""reservoir of rich dynamics"" and contains information about the history of in"
W2968023188,Echo State Networks with Trained Feedbacks,2007,24,1.26,Nonlinear Dynamics & Chaos,Computer Science; Physical Sciences,,,"Echo State Networks (ESNs) is an approach to the recurrent neural network (RNN) training, based on generating a big random network (reservoir) of sparsely inter-connected neurons and learning only a single layer of output weights from the reservoir as the target function. Despite many advantages of "
W2096249715,Using echo state networks for robot navigation behavior acquisition,2007,28,1.47,Control & Robotics,Computer Science; Physical Sciences,https://doi.org/10.1109/robio.2007.4522160,,"Robot behavior learning by demonstration deals with the ability for a robot to learn a behavior from one or several demonstrations provided by a human teacher, possibly through tele-operation or imitation. This implies controllers that can address both (1) the feature selection problem related to a "
W1994974334,Signal Processing with Echo State Networks in the Complex Domain,2007,15,0.79,Signal Processing & Comms,Computer Science; Physical Sciences,https://doi.org/10.1109/mlsp.2007.4414341,,Signal processing in the complex domain is an essential part of signal processing particularly in digital communication systems. Considerable efforts have been made to convert the well established tools of real signal processing such as backpropagation training algorithm for multilayer perceptron to
W2113498576,Noise-robust automatic speech recognition using a discriminative echo state network,2007,16,0.84,Signal Processing & Comms,Computer Science; Physical Sciences,https://doi.org/10.1109/iscas.2007.378015,,"The echo state network (ESN) is a recurrent neural network proposed by Herbert Jaeger with a simplified training routine. Previously, we have demonstrated the noise-robust performance of the predictive ESN classifier in automatic speech recognition experiments in which the network was trained to pre"
W1524772619,Echo State Networks for Real-Time Audio Applications,2007,11,0.58,Signal Processing & Comms,Computer Science; Physical Sciences,https://doi.org/10.1007/978-3-540-72395-0_90,,
W2142669217,Echo State Networks for Motor Control of Human ECoG Neuroprosthetics,2007,7,0.37,Neuroscience & Comp. Neuro,Neuroscience; Life Sciences,https://doi.org/10.1109/cne.2007.369722,,"Towards non-invasive neuroprosthetic systems for motor control, electrocorticogram (ECoG) recordings provide an intermediate step from microwire single neuron recordings to electroencephalograms. Preprocessing modalities that emphasize amplitude modulation and temporal power in the ECoG are employed"
W5477828,A Cascade Architecture for On-line Predictive Echo State Networks.,2007,2,0.11,General RC / ESN Methods,Computer Science; Physical Sciences,,,
W2379851727,Ridge regression learning in ESN for chaotic time series prediction,2007,48,2.53,Nonlinear Dynamics & Chaos,Computer Science; Physical Sciences,,,"As a new type of recurrent neural network,echo state network(ESN) is applied to nonlinear system identification and chaotic time series prediction.A technique is proposed to improve the properties of ESN solution,which performs ridge regression in the reservoir state space instead of the previous li"
W1887736925,Reservoir neural state reconstruction and chaotic time series prediction,2007,16,0.84,Nonlinear Dynamics & Chaos,Computer Science; Physical Sciences,https://doi.org/10.7498/aps.56.43,,"ESN(Echo state network) is a new type of recurrent neural network, which is based on the “reservoir”. ESN has been proved to be significantly efficient to deal with some chaotic time series prediction tasks. This paper makes an analysis of the current iterative prediction method based on “reservoir”"
W2114806373,Recurrent neural network based BER prediction for NLOS channels,2007,7,0.37,Nonlinear Dynamics & Chaos,Computer Science; Physical Sciences,https://doi.org/10.1145/1378063.1378127,,"Bit error rate (BER) will enumerate the Channel State Information (CSI) in wireless network. Accurate and timely estimation of CSI will guarantee the Quality of Service (QoS) by admission control, inter and intra network handovers. Here the BER of time varying Non line of Sight (NLOS) channels are p"
W2739287179,An echo state model of non-Markovian reinforcement learning,2007,10,0.53,Physical & Hardware RC,Computer Science; Physical Sciences,https://doi.org/10.25675/3.021440,,"There exists a growing need for intelligent, autonomous control strategies that operate in real-world domains. Theoretically the state-action space must exhibit the Markov property in order for reinforcement learning to be applicable. Empirical evidence, however, suggests that reinforcement learning"
W2040415231,Neural network based BER prediction for 802.16e channel,2007,6,0.32,Signal Processing & Comms,Computer Science; Physical Sciences,https://doi.org/10.1109/softcom.2007.4446119,,The prediction of bit error rate (BER) in IEEE 802.16e mobile wireless MAN network is investigated here. The state of the channel is estimated on symbol by symbol basis on a realistic fading environment. The state of a channel is modeled as nonlinear and temporal system. Neural network method is the
W2521191279,Echo state network applied to a robot docking task,2007,0,0.0,Control & Robotics,Engineering; Physical Sciences,,,status: Published
W2070543644,An Associative Memory Readout in ESN for Neural Action Potential Detection,2007,4,0.21,Neuroscience & Comp. Neuro,Computer Science; Physical Sciences,https://doi.org/10.1109/ijcnn.2007.4371316,,This paper describes how echo state networks (ESN) can be used in conjunction with minimum average correlation energy (MACE) filters in order to create a system that can identify spikes in neural recordings. Various experiments using real-world data were used to compare the performance of the ESN-MA
W94132402,Spiral Recurrent Neural Network for Online Learning,2007,15,0.79,Mathematics & Theory,Computer Science; Physical Sciences,,,"Abstract. Autonomous, self * sensor networks require sensor nodes with a certain degree of “intelligence”. An elementary component of such an “intelligence ” is the ability to learn online predicting sensor values. We consider recurrent neural network (RNN) models trained with an extended Kalman fil"
